"restaurant_name","city","state","zip","lat","long"
"Simple Simon's Pizza","Antlers","OK","74523",34.23207,-95.609055
"Pizza Inn","Conway","SC","29526",33.84390444,-79.06086705
"Pizzeria Locale","Kansas City","MO","64114",38.9925,-94.595345
"Pizza Pro","Mountain Grove","MO","65711",37.144375,-92.26293
"Italian Pie","New Orleans","LA","70127",30.040125,-89.97844
"Pizza Pro","Durant","MS","39063",33.076294,-89.853714
"Papa's Pizza To Go","Monroe","GA","30655",33.794266,-83.71644
"Marco's Pizza","Belleville","MI","48111",42.20279,-83.54312
"Red House","Cambridge","MA","02138",42.372386,-71.121158
"Taco John's","Sidney","MT","59270",47.7087332,-104.161216
"Nikoli's Pizza & Catering","Camp Hill","PA","17011",40.22102086,-76.94399755
"Catering By Steve's","Chicago","IL","60633",41.65552,-87.54712
"Sushi Thai","Vernonhills","IL","60061",42.239942,-87.953957
"Corner Bakery Cafe","Oak Lawn","IL","60453",41.71788,-87.74072
"Taco John's","Kimball","NE","69145",41.23685,-103.66302
"Cuzzos Pasta Pizza Panini","Oak Park","IL","60302",41.879936,-87.783485
"The Cheese Barrel","Casper","WY","82601",42.84524,-106.3252
"Bits Bytes","Evansville","IN","47708",37.97338,-87.572586
"Sketch","Philadelphia","PA","19125",39.970284,-75.1301
"Spicy Talk Bistro","Redmond","WA","98052",47.673023,-122.11852
"India Palace","Dallas","TX","75230",32.923724,-96.80518
"Pearl Raw Bar","Richmond","VA","23220",37.550242,-77.469586
"Fratelli's Ristorante Italiano & Pizzeria","Montrose","CA","91020",34.2045978,-118.2227606
"Little Pine","Los Angeles","CA","90039",34.107681,-118.266769
"Mezetto","New York","NY","10002",40.723061,-73.988908
"Sterling Salons","Seattle","WA","98105",47.668535,-122.298767
"Adey Abeba","Seattle","WA","98122",47.612708,-122.303912
"Restauration","Decorah","IA","52101",43.304401,-91.78589
"Qdoba Mexican Grill","Mentor","OH","44060",41.681767,-81.29774
"Kabab House","Seattle","WA","98103",47.688575,-122.355137
"Saigon 48","New York","NY","10036",40.76052,-73.98579
"Native Foods Cafe","Costamesa","CA","92626",33.67745,-117.886985
"Bangkok City @ Greenville Thai Restaurant In Dallas","Dallas","TX","75206",32.842298,-96.770358
"Green Restaurant","Tempe","AZ","85281",33.453838,-111.927206
"Sawatdee & Zushiya of Maple Grove","Maplegrove","MN","55369",45.0976282,-93.44195
"L'thai Organic Cuisine & Wine Bar","Tucker","GA","30084",33.867309,-84.191971
"White Wolf Cafe","Orlando","FL","32804",28.568665,-81.372603
"Twin Sisters Bakery & Cafe","San Antonio","TX","78209",29.487497,-98.459248
"Corner Bakery Cafe","Highlands Ranch","CO","80129",39.54588244,-105.003891
"Piada Italian Street Food","Beachwood","OH","44122",41.45459981,-81.49861033
"Ww Peppers","Grand Junction","CO","81506",39.11380649,-108.5357702
"Kerbey Lane","Austin","TX","78704",30.24537,-97.780148
"Picosa","Minneapolis","MN","55414",44.985774,-93.257758
"Ike's Place","Sanfrancisco","CA","94114",37.764364,-122.431224
"Radius","Boston","MA","02110",42.35339,-71.056635
"Delivery.com","Newyork","NY","10022",40.762707,-73.969422
"Andalous","Chicago","IL","60657",41.941964,-87.652197
"Sampan","Saltlakecity","UT","84106",40.72591,-111.872272
"The Pizza Ranch","Dubuque","IA","52002",42.50700089,-90.7492267
"Rosemary and Vine","Rye","NY","10580",40.982494,-73.684583
"The Levee","Brooklyn","NY","11249",40.71643185,-73.96150576
"Veggo's Green Cuisine","Lake Forest","CA","92630",NA,NA
"Health's Kitchen","Riverside","CA","92503",NA,NA
"Newsroom Cafe","Los Angeles","CA","90048",34.076165,-118.38367
"Magic Lamp","Long Beach","CA","90803",33.76093,-118.136536
"Pho HOA","Federal Way","WA","98003",47.315173,-122.308018
"Smile of The Beyond Restaurant","Jamaica","NY","11432",40.709328,-73.80482
"Pizza Inns","Carrollton","TX","75007",33.012479,-96.886474
"The Chef & The Gardener","Saco","ME","04072",43.519,-70.456
"Logan's Roadhouse","Sherman","TX","75090",33.617732,-96.610395
"Mcalister's Deli","Plano","TX","75075",33.0263286,-96.8418985
"Dandelion Chinese Restaurant","Cumming","GA","30041",34.12232,-84.17159
"Wayward Coffeehouse","Seattle","WA","98115",NA,NA
"Jamba Juice","Round Rock","TX","78665",30.56037631,-97.69083738
"Madre Mia Veggie Cafe &juice Bar","Chicago","IL","60629",41.7785615,-87.7318685
"Kareem Restaurant","Watertown","NY","02472",42.37149,-71.17862
"Persian House Restaurant","Portland","OR","97205",45.52008,-122.68239
"Tropical Smoothie Cafe","Morgan City","LA","70380",29.698032,-91.19703
"Souplantation & Sweet Tomatoes","Lombard","IL","60148",41.836769,-88.011269
"Panchero's","Omaha","NE","68118",41.260963,-96.18505
"Ny Dosas","New York","NY","10014",40.7305073,-73.9985686
"Andy's Restaurants","Brooklyn","NY","11201",40.694733,-73.994256
"Domani Bistro","Tampa","FL","33604",28.005718,-82.45947
"Red Leaf Organic Coffee","Longview","WA","98632",46.14857,-122.96733
"Cupcakes & More","Lincoln","NE","68516",NA,NA
"Whole Foods Market","Edina","MN","55435",44.867046,-93.328685
"Mazzio's Pizza","Atoka","OK","74525",34.38051,-96.13105
"Hugo's Tacos","Los Angeles","CA","90039",34.11894,-118.259556
"La Salsa Fresh Mexican Grill","Torrance","CA","90505",NA,NA
"Panchavati Indian Veggie Foods","Sunnyvale","CA","94089",37.405712,-122.01328
"Schlotzsky's","Lubbock","TX","79410",33.577856,-101.895399
"Dough Bakery - Inman Park - Atlanta","Atlanta","GA","30307",33.7574185,-84.3540898
"Vineland Produce Auction","Vineland","NJ","08360",NA,NA
"Eloquent Jesters","Kansas City","MO","64112",39.0424,-94.59475
"Green Papaya Cafe","Eugene","OR","97408",NA,NA
"Garden of Eatin","Miami","FL","33150",NA,NA
"Aladdins Eatery","San Antonio","TX","78232",29.6094,-98.4914
"Haveli","S Richmond Hill","NY","11419",40.6886794,-73.8304945
"Cafe Gratitude","San Francisco","CA","94122",37.76336,-122.46626
"Organica Natural Foods","Northvale","NJ","07647",41.012318,-73.944916
"Badburger","New York","NY","10009",NA,NA
"Taco Cabana","Burleson","TX","76028",32.561874,-97.320003
"Spice It Up Cafe Cobb","Marietta","GA","30060",33.945034,-84.53534
"Baskin Robbins","Los Angeles","CA","90004",34.075608,-118.323347
"The Coffeehouse & Deli","Normal","IL","61761",NA,NA
"The Buckhead Vegetarian Catering","Atlanta","GA","30342",NA,NA
"Bamboo Garden Vegetarian Cuisine","Rowland Heights","CA","91748",NA,NA
"Vegetarian Gourmet","San Mateo","CA","94401",NA,NA
"Mums Vegetarian Restaurant (closed)","Sacramento","CA","95818",38.550964,-121.488941
"Vegetarian Express & Juice Bar","Chicago","IL","60625",NA,NA
"Anne's Pancakes Natural and Vegetarian Foods","Elmira","NY","14904",NA,NA
"Enjoy Vegetarian Restaurant","San Francisco","CA","94121",NA,NA
"Vegan Fusion","Kapaa","HI","96746",22.069838,-159.3625
"Tinh Luat Vegetarian Products","Brenham","TX","77833",30.179398,-96.401332
"Vegan Zone San Diego","San Diego","CA","92109",32.795817,-117.253978
"Mewe Vegetarian Cafe","Fremont","CA","94539",37.4890987,-121.9291182
"Quan Yin Vegetarian","Worcester","MA","01602",42.2639,-71.833481
"The Vegetarian Zone","San Diego","CA","92103",NA,NA
"Buddha Bodai Kosher Vegetarian","New York","NY","10013",NA,NA
"Marty's Vegan Fast Foods","Brooklyn","NY","11232",NA,NA
"Down To Earth All Vegetarian Organic and Natural","Kapolei","HI","96707",21.328942,21.328942
"Radiance Organic Vegetarian","San Rafael","CA","94901",NA,NA
"Vegan One Club","Oakland","CA","94609",37.84,-122.26
"La Vegana Discount Store","Newark","NJ","07104",40.7749,-74.1594
"Indian Vegetarian Street Food","Canton","MI","48187",NA,NA
"Vegetarian Desserts","Baltimore","MD","21201",NA,NA
"Mel Vegan","Scottsdale","AZ","85257",NA,NA
"My Vegan Cuisine LLC","Virginia Gardens","FL","33166",NA,NA
"Garden of Life Vegan Deli","Houston","TX","77067",29.961426,-95.47829
"Vegetarian Food That's Not Just For Vegetariansatlantic Natural Foods","Nashville","NC","27856",NA,NA
"Ste Martaen Vegan Food Truck","Milwaukee","WI","53207",42.99607688,-87.89693877
"Nice-n-ful Vegetarian Soul Food","Austin","TX","78702",30.269028,-97.72885
"Food For Ascension Caf��","Tucson","AZ","85705",NA,NA
"Rutherford Farms Llc","Maryville","TN","37803",NA,NA
"Om Restaurant","Minneapolis","MN","55401",NA,NA
"Anna Lee's","Roswell","GA","30075",34.030163,-84.34058
"Veggie & Tea House","Palm Desert","CA","92260",33.729164,-116.40337
"Fresh Mint Restaurant","Scottsdale","AZ","85254",NA,NA
"Udupi Cafe and Chaat Corner","Bellevue","WA","98007",NA,NA
"Salzburger Haus","Springfield","GA","31329",NA,NA
"Tomato Sunshine Produce Stand","Millsboro","DE","19966",NA,NA
"Promise Pizza - Arboretum - Austin","Austin","TX","78759",30.394982,-97.745759
"Garden Village Deli","Chicago","IL","60603",NA,NA
"Mixt Greens","San Francisco","CA","94105",NA,NA
"Demi's Drive-in","Los Angeles","CA","90066",34.00612,-118.429525
"Clay Oven Indian Restaurant","Sherman Oaks","CA","91403",34.151365,-118.451428
"Sir Pizza","La Vergne","TN","37086",35.991565,-86.597205
"Bon Appétit Dining Commons At Puc, Bon App��tit Dining Commons At Puc","Angwin","CA","94508",NA,NA
"Ensenada Restaurant","Los Angeles","CA","90013",34.046925,-118.2501
"One Love Kitchen","Austin","TX","78702",NA,NA
"Fresh Tortilla Company","Alamosa","CO","81101",37.46818,-105.8705
"Wild Oat's","Salt Lake City","UT","84121",40.625476,-111.83417
"Red Robin","Apple Valley","MN","55124",44.7237839,-93.2175995
"Juice Press At Macy's","New York","NY","10001",NA,NA
"Evolution Fresh","Bellevue","WA","98004",NA,NA
"Lick - Honest Ice Creams - South Lamar - Austin","Austin","TX","78704",30.249306,-97.768975
"The Buttered Biscuit","Sumner","WA","98390",47.2042,-122.24089
"Jasmin Thai Restaurant","Stanwood","WA","98292",48.242393,-122.351272
"Thai Chili","Lumberton","NC","28358",34.63228,-79.00443
"Le Pain Quotidien","New York","NY","10128",40.7879772,-73.9534916
"Thai Ginger","Portland","OR","97217",45.56991,-122.68791
"Sunken Gardens","Shiner","TX","77984",29.430481,-97.16893
"Manchu Wok","Frisco","TX","75034",33.108044,-96.8056109
"Happy Buddha","Barrington","IL","60010",NA,NA
"Café Yumm!","Springfield","OR","97477",NA,NA
"Peace Meal","Silver City","NM","88061",32.77277737,-108.2762295
"House of Natural Wellness","Memphis","TN","38111",NA,NA
"Smoothie King","Spring","TX","77379",30.03766,-95.486556
"Aladdin's Eatery Lakewood","Lakewood","OH","44107",41.485424,-81.796974
"Sweet Tomatoes","San Diego","CA","92127",NA,NA
"Jason's Deli","Norcross","GA","30092",NA,NA
"City Limits Pub & Grill","Wallace","ID","83873",NA,NA
"Platinum Westside","Katy","TX","77493",NA,NA
"Pinwheel Bakery","Ferndale","MI","48220",42.46067709,-83.13679548
"Peace Food","New York","NY","10003",NA,NA
"Fomu","Allston","MA","02134",42.353737,-71.13703
"Little Pine","Los Angeles","CA","90039",34.107998,-118.26688
"Shamiana Restaurant","Kirkland","WA","98033",47.66678,-122.197174
"Cafe Indigo","Concord","NH","03301",NA,NA
"Vegaritos","Washington County","MD","20012",NA,NA
"Ruggles Green @ Citycentre","Houston","TX","77024",29.779552,-95.560948
"Pure City","Pine Bush","NY","12566",41.6062,-74.3417
"Chennai Cafe","Frisco","TX","75034",33.106726,-96.8059668
"Cinnamon Snail Kitchen","Red Bank","NJ","07701",NA,NA
"Snap Kitchen","Flower Mound","TX","75028",33.07201,-97.08579
"Pizza Pro","Springtown","TX","76082",NA,NA
"Shari's Restaurant","Woodburn","OR","97071",45.151363,-122.834724
"The Tasty","Philadelphia","PA","19147",NA,NA
"Naked Lunch","Rockville","MD","20852",NA,NA
"Taco Mayo","Hugo","OK","74743",34.010353,-95.50427
"Azure Natural & Organic Foods","Brooklyn","NY","11206",40.70761,-73.941637
"Penang Malaysian & Thai Cuisine","Lodi","NJ","07644",40.88479827,-74.0822959
"Nature's Table","Orlando","FL","32826",28.586501,-81.197526
"The Source Cafe","Hermosa Beach","CA","90254",33.864334,-118.396736
"Food For Thought Cafe","","","20009",NA,NA
"Hanuman Thai Cuisine","San Jose","CA","95113",NA,NA
"Ucla Sproul Landing","Los Angeles","CA","90024",34.0750747,-118.4509313
"Al Hamra","San Francisco","CA","94103",37.76494,-122.42135
"Ynot Pizza & Italian Cuisine","Virginia Beach","VA","23454",36.84767,-75.9749
"The Cake Box","Huntington Beach","CA","92647",33.71537,-118.0231
"Table 219","Seattle","WA","98102",47.620113,-122.3209
"Art of Cakes Bakery","Maryville","TN","37803",NA,NA
"Toad Style","Brooklyn","NY","11221",NA,NA
"Strapazza of Columbia","Columbia","MD","21045",39.227417,-76.814956
"Seasons 52","Garden City","NY","11530",NA,NA
"G Street Bar & Grill","Grants Pass","OR","97526",42.43865,-123.326737
"Cafe Sunflower","Atlanta","GA","30309",NA,NA
"24 Carrots","","","85283",NA,NA
"The Bread Chef","Youngstown","OH","44514",NA,NA
"Juice Generation","New York","NY","10025",40.80012,-73.967532
"Pontevecchio Italian Bistro","Seattle","WA","98103",47.6495629,-122.3496733
"Mountain Mike's Pizza","San Diego","CA","92117",32.7971,-117.193
"The Levee","","","11249",NA,NA
"Happy Veggie","Redongo Beach","CA","90505",NA,NA
"Jamba Juice","Miami","FL","33156",25.688219,-80.319934
"Earth and Sugar","W Palm Beach","FL","33401",26.69771331,-80.05268911
"54th Street Drafthouse","San Marcos","TX","78666",29.88719,-97.917114
"Bamboo Bistro & Juice Bar","Miami","FL","33137",25.8047715,-80.1892621
"Doomie's Home Cookin' - Closed","Los Angeles","CA","90012",34.059525,-118.23772
"Chipotle","Lewisville","TX","75067",33.045927,-97.010407
"","Oakland","CA","94601",NA,NA
"Pizza Schmizza","Roseburg","OR","97470",43.240151,-123.36173
"Riverwest Co-op and Cafe","","","53212",NA,NA
"H.i.m. Ital Health Food Market","Bronx","NY","10466",NA,NA
"Lenny's Sub Shop","Houston","TX","77090",30.004942,-95.255578
"Sancho's Restaurant","Brooklyn","NY","11209",40.6321296,-74.0276958
"David's Natural Market","Columbia","MD","21044",39.22015793,-76.87559518
"Red Robin","Seattle","WA","98102",47.650921,-122.320684
"Stations Cafe","Bethlehem","PA","18018",40.62186,-75.38215
"The Natural Dish","Red Bank","NJ","07701",40.31868,-74.07562
"Cherokee Market Fresh Produce","Canton","GA","30115",NA,NA
"Veggie Stand Where Wendy's Aposta Be","Normal","IL","61761",NA,NA
"Pho Is For Lovers","Dallas","TX","75254",32.9505615,-96.8042755
"Healthy Hut","St. Pete Beach","FL","33706",NA,NA
"Whole Foods Market","Henderson","NV","89012",36.02321,-115.0828344
"Mash Hoagies","Cocoa","FL","32922",28.37448,-80.7416
"Juicy Roots","Dover","NH","03820",43.19845866,-70.87464324
"Bombay Sitar","Canton","OH","44718",40.849934,-81.44422
"Black Angus Steakhouse","Melbourne","FL","32904",NA,NA
"Parthenon Authentic Greek Cuisine","Nampa","ID","83687",43.605214,-116.513169
"Night Toast","Los Angeles","CA","90014",34.045204,-118.2517
"Rotelli Pizza Pasta","Conway","SC","29526",33.797813,-79.00148
"Coastal Crust","Mt. Pleasant","SC","29464",NA,NA
"Tea Station","Las Vegas","NV","89102",36.126211,-115.198412
"Punjabi Grocery & Deli","New York City","NY","10009",40.72687,-73.98584
"Bad Bean Baja Grill","Kill Devil Hills","NC","27948",36.04988,-75.68286
"Puro Peru","Sunnyvale","CA","94089",37.397,-121.997
"Villa Pizza","Olympia","WA","98502",47.0419,-122.933962
"Villa Pizza Carryout","Aberdeen","MD","21001",39.502758,-76.160188
"Prince Umberto Pizzeria Inc","Wantagh","NY","11793",40.674,-73.5101
"Baskin-robbins - Evergreen","Evergreen","CO","80439",39.6323,-105.3218
"B.good","Portland","ME","04101",43.656754,-70.25357
"Penn Station East Coast Subs","Dayton","OH","45432",NA,-84.1273098
"Abby's Legendary Pizza","Medford","OR","97501",42.336659,-122.875176
"Lenny's Sub Shop","Knoxville","TN","37922",35.910622,-84.09267
"Smoothie King","Long Beach","CA","90802",33.7644,-118.19375
"Quiznos","Altus","OK","73521",34.663711,-99.334133
"Frankie's Restaurant","Albany","OR","97321",44.64444,-123.1129
"Relish Distinctive Catering","Mt Pleasant","SC","29466",NA,NA
"Don Carmello's","Omaha","NE","68101",41.233246,-96.08172
"Village Inn","Flagstaff","AZ","86004",35.431812,-111.37989
"440 Main","Brighton","MI","48116",42.52945,-83.78494
"Home Town Buffet","Sacramento","CA","95825",38.6104021,-121.3828456
"Yard House","Palmdale","CA","93551",34.605587,-118.151825
"Domino's","Seabrook","TX","77586",NA,NA
"Chipotle Mexican Grill","Newark","CA","94560",37.55079,-122.05171
"Bhojana Java","Tyler","TX","75701",32.34062,-95.304115
"Charlie's Pizza & Restaurant","Toms River","NJ","08753",NA,NA
"Spicy Mexican Grill","Lakewood","CO","80227",39.6562,-105.081274
"Famous Dave's","Hillsborough","NJ","08844",40.515971,-74.632047
"Bagels and More Deli and Cafe - Dacula","Dacula","GA","30019",34.0696388,-83.9019889
"Zaxby's","Clayton","NC","27520",35.613022,-78.46831
"Qdoba","Kokomo","IN","46902",40.462651,-86.09867
"Pizza Pro","Pointblank","TX","77364",30.74755,-95.22151
"Ribault St. Catering","Spartanburg","SC","29302",NA,NA
"Strictly Roots","New York","NY","10027",NA,NA
"Morocho Peruvian Fusion","New York","NY","10011",40.73551,-73.991896
"Newsomes Restaurant","Burgess","VA","22432",37.879272,-76.35023
"Esspresso Yourself","Newport","PA","17074",40.477375,-77.1305
"Lovin' Spoonfuls","Tucson","AZ","85719",NA,NA
"Clw Veggi Stand","Clearwater Beach","FL","33767",NA,NA
"3 Potato 4","San Francisco","CA","94103",37.78136,-122.4114
"Mr Jim's Pizza","Rowlett","TX","75088",32.90734,-96.571369
"Garden Cafe","Orlando","FL","32804",NA,NA
"Port of Subs","Palm Desert","CA","92260",33.7264,-116.403
"Aladdin's Natural Eatery","Syracuse","NY","13210",43.041759,-76.135313
"Buoy 32","Wrightsville Beach","NC","28480",34.21613,-77.808754
"Snap Kitchen","Dallas","TX","75230",32.894894,-96.80264
"Be Le","Tulsa","OK","",NA,NA
"Brocheta Grill","Anaheim","CA","92801",33.83243,-117.96768
"Moun-of-tunis Restaurant","Los Angeles","CA","90046",34.098015,-118.35217
"Pattaya Thai Restaurant","Penfield","NY","14526",43.130447,-77.47465
"King Tut","Philadelphia","PA","19107",39.945248,-75.16241
"Mangez Express","New York","NY","10007",40.7147439,-74.0098212
"Snap Kitchen","Dallas","TX","75205",32.84669,-96.78693
"Rosati's Pizza - Lombard","Lombard","IL","60148",41.8604,-87.9994
"Pokez Mexican Restaurant","San Diego","CA","92101",NA,NA
"Mighty-o Donuts","Seattle","WA","98103",NA,NA
"Weaver Street Market and Cafe","Carrboro","NC","27510",35.910698,-79.07036
"Cai's Dim Sum Teahouse and Catering","Brattleboro","VT","05301",42.85154,-72.59628
"Gregorio's","Chatham","NJ","07928",40.740517,-74.38279
"Baldpate Inn","Estes Park","CO","80517",NA,NA
"Schlotzsky's Deli","Dallas","TX","75244",32.9339146,-96.8390672
"The Kale Factory","Brooklyn","NY","11238",NA,NA
"Ever Green House","Salt Lake City","UT","84111",40.75283,-111.88801
"Moosewood Restaurant","Ithaca","NY","14850",42.44053,-76.499084
"Grandy's","Plano","TX","75024",33.093881,-96.796944
"Crazy Fire Mongolian Grill","Raleigh","NC","27606",35.76701,-78.74119
"Gigi's Cafe","Minneapolis","MN","55408",44.937817,-93.289849
"Ocean Bleu","Tequesta","FL","33469",26.966358,-80.08598
"La Madeleine","San Antonio","TX","78221",29.244243,-98.473568
"Flamers Grill","Pittsburgh","PA","15237",40.5411464,-80.0065282
"Simply Healthy","Longview","WA","98632",NA,NA
"Bee Local Venice","Venice","CA","90291",34.00125602,-118.4689945
"Cardwell's At The Plaza","Saint Louis","MO","63131",38.62849,-90.40682
"Calista Superfoods","New York City","NY","10028",40.711555,-74.012184
"Aladdin's Eatery","Lakewood","OH","44107",41.48528,-81.79696
"Piedmont","Durham","NC","27701",35.99926,-78.90157
"Silver Star Liquor","Agoura Hills","CA","91301",NA,NA
"Clay Oven","San Francisco","CA","94117",37.771675,-122.43036
"Barrel Aged","Martinez","CA","94553",38.01805,-122.135315
"Raw Organic Juice Bar","Chandler","AZ","85224",NA,NA
"Backstage Cafe","Hoquiam","WA","98550",NA,NA
"Good Earth","Saint Paul","MN","55109",45.01105978,-93.18041427
"La Pinata","New York","NY","10034",40.8676363,-73.9214465
"Luby's","Houston","TX","77092",29.820439,-95.46925
"","De Pere","WI","54115",44.447193,-88.06953
"","Conroe","TX","77304",30.2864,-95.48242
"","Paris","VA","20130",39.004615,-77.951666
"","Danville","CA","94526",37.824654,-122.00271
"","Somerset","NJ","07067",40.494778,-74.46346
"","Santa Barbara","CA","93101",34.424305,-119.70531
"","Janesville","WI","53545",42.717045,-89.001686
"","Sheldon","IA","51201",43.18592,-95.854225
"","Stonington","CT","06378",41.33524,-71.90697
"","Seguin","TX","78155",29.568731,-97.94904
"","Bernardston","MA","01337",42.670773,-72.54766
"","Taos","NM","87571",36.40726,-105.57379
"","St Louis","MO","63102",38.6249832,-90.1879459
"Campus Kitchen Collegedale","Collegedale","TN","37315",35.053,-85.0502
"Steak","Tuscaloosa","AL","35405",NA,NA
"Health Pub Restaurant","New York City","NY","10010",40.73673,-73.98175
"Cafe Evergreen","Nokomis","FL","34275",27.116854,-82.44975
"India Diner","Kissimmee","FL","34746",28.310096,-81.4652849
"Events By Momo","Houston","TX","77253",NA,NA
"Finagle A Bagel","Swampscott","MA","01907",42.478433,-70.907279
"Simple Simon's Pizza","Erick","OK","73645",NA,-99.8667552
"Jeffrey's Bistro","Laramie","WY","82070",41.312256,-105.59508
"Metaphor","New York","NY","10013",40.715879,-74.007477
"Boba House","Greensboro","NC","27403",36.06951,-79.805697
"Planet Smoothie","Orlando","FL","32809",28.450162,-81.402655
"Bijan N. Setareh MD","New York","NY","10024",40.7869,-73.973
"Big Shot Piano Lounge & Restaurant - Arlington Hts","Arlington Hts","IL","60005",42.0828,-87.9843
"Eaton Country Club","Eaton","OH","45320",39.74311,-84.64171
"Vocelli Pizza","Westlake","OH","44145",41.456764,-81.898935
"Round Table Pizza","Hillsboro","OR","97123",45.50607,-122.959445
"Buca Di Beppo","Fort Myers","FL","33901",26.6012,-81.86906
"Abuelo's Mexican Food Embassy","Ft Mitchell","KY","41017",39.027063,-84.580461
"Poppa's Fish House","Brookhaven","MS","39601",NA,NA
"Native Foods Cafe","Encinitas","CA","92024",33.047615,-117.25952
"Val's Deli","Greenwood Lake","NY","10925",41.22383,-74.29733
"Manchu Wok","Seattle","WA","98188",47.441819,-122.295871
"Soul Vegetarian Central","Cleveland","OH","44106",NA,-81.579873
"Vegetarian Wok","El Monte","CA","91731",NA,NA
"Jess' Gourmet Vegan Restaurant","Jersey City","NJ","",NA,NA
"Grins Vegetarian Cafe","Nashville","TN","37212",NA,NA
"Sipz Vegetarian Fuzion Cafe","San Diego","CA","92104",32.7485,-117.13012
"Green Vegetarian Restaurant","Whitestone","NY","11357",NA,NA
"Gourmet Handmade Vegan Natural Soap","Dobbs Ferry","NY","10522",NA,NA
"The Vegetarian Site","Glastonbury","CT","06033",41.68618,-72.545074
"Esti's Besty's Vegetarian Restaurant","Cherry Hill","NJ","08002",NA,NA
"First Vegetarian Foods Inc","Baldwin Park","CA","91706",34.066906,-117.977242
"Vegetarian Resturant Mamma Janes","Alliance","OH","44601",40.920956,-81.103806
"Vegan Vee","Nashville","TN","37209",NA,NA
"May's Vegetarian Cuisine","Houston","TX","77036",NA,NA
"Nina's Five Star Vegetarian Pizza","Scranton","PA","18505",NA,NA
"Flore Vegan Cuisine","Los Angeles","CA","90026",34.0908174,-118.2790821
"Ruth's Vegetarian Gourmet Fds","Duluth","MN","55803",46.980052,-92.203964
"Vegan Tiramisu Factory Llc","Pomona","CA","91766",34.036668,-117.731565
"Radical Vegan Foods","Northwood","NH","03261",43.19772,-71.156778
"Loving Hut","Tampa","FL","33612",28.06921,-82.43781
"Mambo Restaurante Cubano","Atlanta","GA","30306",33.79251,-84.35234
"Domino's Pizza","Douglas","GA","31533",NA,NA
"Blue Sage Cafe and Wine Bar","Baltimore","MD","21209",39.366819,-76.65174
"","Lombard","IL","60148",41.8368,-88.00994
"Giuseppe's Italian Restaurant Lounge","Portland","OR","97233",45.51916,-122.47808
"Marco's Pizza Inc.","Oregon","OH","43616",41.64396,-83.48673
"Pisano's Pizza","Muskogee","OK","74401",35.748142,-95.370125
"Vinny's Pizzeria","Brooklyn","NY","11231",40.677933,-73.998024
"Pizza Pro of Greenville","Greenville","AL","36037",31.830356,-86.618072
"Honey Grow","Cherryhill","NJ","08034",39.916089,-75.007991
"Pizza Pro","Eldorado","AR","71730",33.190895,-92.63498
"Cafe Pacific","Ithaca","NY","14850",42.442116,-76.487138
"Bringing You Vermont Llc","Bennington","VT","05201",42.878124,-73.193964
"Simple Simon's Pizza","Wickes","AR","71973",34.303166,-94.338266
"Mazedar Kitchen Connecticut","Berlin","CT","06037",41.5995,-72.753969
"Veggie Grill","Irvine","CA","92612",33.650101,-117.837875
"Red Pearl Chinese Cuisine","Bouldercreek","CA","95006",37.124646,-122.12222
"Bombay Coast","Sandiego","CA","92117",32.830884,-117.205827
"Linkery","Sandiego","CA","92104",32.747186,-117.130359
"Jyoti Bihanga","Sandiego","CA","92116",32.763247,-117.121636
"Lal Mirch","Studiocity","CA","91604",34.141422,-118.373442
"Duff's Restaurant","Stlouis","MO","63108",38.648038,-90.260965
"Good Girl Dinette","Losangeles","CA","90042",34.10926,-118.194442
"Karma Indian Cuisine","Valencia","CA","91355",34.420178,-118.546226
"I Love Juice Bar","Memphis","TN","38104",35.130689,-89.990529
"India Sweets & Groceries","Riverside","CA","92507",33.982997,-117.328234
"Andy's Chinese Cuisine","Sanfrancisco","CA","94122",37.763019,-122.466162
"Yemanja Brazil","Stlouis","MO","63118",38.600237,-90.221505
"Rubio's Fresh Mexican Grill","Foothillranch","CA","92610",33.676016,-117.667835
"The Plant Cafe - Downtown","Sanfrancisco","CA","94111",37.793378,-122.397736
"Real Raw Live","Hollywood","CA","90028",34.105503,-118.318624
"Greenview Thai","Losangeles","CA","90025",34.041762,-118.459527
"Wharo Korean Bbq","Marinadelrey","CA","90292",33.989632,-118.447194
"Susan M. Kallal, Md","Losangeles","CA","90024",34.058957,-118.444833
"City Grill & Spirits","Brea","CA","92821",33.917356,-117.900489
"Cafe Tu Tu Tango At Orange","Orange","CA","92868",33.782984,-117.893462
"King & I","Cary","NC","27513",35.802546,-78.769729
"Sprouts Cafe","Southlaketahoe","CA","96150",38.942212,-119.977325
"Vito's New York Trattoria","Sanjose","CA","95110",37.366056,-121.915144
"Loving Hut","Sanjose","CA","95123",37.252474,-121.861289
"Backstage Pub & Grill","Schenectady","NY","12305",42.81107,-73.941829
"Solano Dermatology","Vallejo","CA","94590",38.123751,-122.263517
"Emma's Tamales","Sacramento","CA","95824",38.511069,-121.408689
"Passaretti's Italian Restaurant & Catering","Southlaketahoe","CA","96150",38.90786,-120.000635
"Rainbow Springs","Birmingham","AL","35205",33.499949,-86.797315
"Bonefish Grill","Asheville","NC","28803",35.548763,-82.493198
"Fratelli's Pizzeria","Waterbury","CT","06704",41.57978,-73.02997
"Tuscan Grill","Waltham","MA","02453",42.370027,-71.237241
"Falafilo","Brooklyn","NY","11215",40.6772581,-73.9826631
"Sonny's Bar-b-q","Lake City","FL","32055",30.18,-82.679485
